date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:26:44	214/214	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Aug%202018%2012:26:42%20GMT	http://www.momsis.co.kr/robots.txt		(from )
21:26:45	516/516	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:42%20GMT	http://www.momsis.co.kr/	C:/momsis_WebProject/momsis/www.momsis.co.kr/index.html	(from )
21:26:45	0/0	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:42%20GMT	http://www.momsis.co.kr/no.php	C:/momsis_WebProject/momsis/www.momsis.co.kr/no.html	(from http://www.momsis.co.kr/)
21:26:45	14560/14560	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:43%20GMT	http://www.momsis.co.kr/index.php	C:/momsis_WebProject/momsis/www.momsis.co.kr/index-2.html	(from http://www.momsis.co.kr/)
21:26:46	1302/1302	---MCZ	200	added ('OK')	text/css	etag:W/%225265312-516-4d6757f2%22	http://www.momsis.co.kr/style.css	C:/momsis_WebProject/momsis/www.momsis.co.kr/style.css	(from http://www.momsis.co.kr/index.php)
21:26:47	15058/15058	---MCZ	200	added ('OK')	application/javascript	etag:W/%2252ccfaa-3ad2-4d673c34%22	http://www.momsis.co.kr/js/common.js	C:/momsis_WebProject/momsis/www.momsis.co.kr/js/common.js	(from http://www.momsis.co.kr/index.php)
21:26:47	11505/11505	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:44%20GMT	http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/logine98e.html	(from http://www.momsis.co.kr/index.php)
21:26:47	72328/72328	---MCZ	200	added ('OK')	application/javascript	etag:W/%2252ccfb1-11a88-4d673c35%22	http://www.momsis.co.kr/js/jquery-1.4.2.min.js	C:/momsis_WebProject/momsis/www.momsis.co.kr/js/jquery-1.4.2.min.js	(from http://www.momsis.co.kr/index.php)
21:26:47	645/645	---M--	200	added ('OK')	application/javascript	etag:%22526532a-285-4d676f0a%22	http://www.momsis.co.kr/sub_a.js	C:/momsis_WebProject/momsis/www.momsis.co.kr/sub_a.js	(from http://www.momsis.co.kr/index.php)
21:26:47	28241/28241	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:44%20GMT	http://www.momsis.co.kr/bbs/register.php	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/register.html	(from http://www.momsis.co.kr/index.php)
21:26:48	644/644	---M--	200	added ('OK')	application/javascript	etag:%22526532d-284-4d70a3ca%22	http://www.momsis.co.kr/main_l.js	C:/momsis_WebProject/momsis/www.momsis.co.kr/main_l.js	(from http://www.momsis.co.kr/index.php)
21:26:48	6134/6134	---M--	200	added ('OK')	image/gif	etag:%2252ccfb9-17f6-50dc1808%22	http://www.momsis.co.kr/main/z.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/main/z.gif	(from http://www.momsis.co.kr/index.php)
21:26:48	9047/9047	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:46%20GMT	http://www.momsis.co.kr/a4.php	C:/momsis_WebProject/momsis/www.momsis.co.kr/a4.html	(from http://www.momsis.co.kr/index.php)
21:26:49	1592/1592	---M--	200	added ('OK')	image/gif	etag:%2252ccfc0-638-50dd6947%22	http://www.momsis.co.kr/main/a1.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/main/a1.gif	(from http://www.momsis.co.kr/index.php)
21:26:49	12621/12621	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:46%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e3	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/board5f62.html	(from http://www.momsis.co.kr/index.php)
21:26:50	14678/14678	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:47%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e1	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/boardfe4c.html	(from http://www.momsis.co.kr/index.php)
21:26:50	1371/1371	---M--	200	added ('OK')	image/gif	etag:%2252ccfbc-55b-50dd6948%22	http://www.momsis.co.kr/main/a2.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/main/a2.gif	(from http://www.momsis.co.kr/index.php)
21:26:50	315/315	---M--	200	added ('OK')	image/gif	etag:%2252a4e8d-13b-4d707fba%22	http://www.momsis.co.kr/skin/latest/sygnus/img/dot.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/skin/latest/sygnus/img/dot.gif	(from http://www.momsis.co.kr/index.php)
21:26:50	10897/10897	---M--	200	added ('OK')	image/gif	etag:%2252ccfb8-2a91-50dd6cba%22	http://www.momsis.co.kr/main/e.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/main/e.gif	(from http://www.momsis.co.kr/index.php)
21:26:50	45/45	---M--	200	added ('OK')	image/gif	etag:%2252a4e8b-2d-4d707fbb%22	http://www.momsis.co.kr/skin/latest/sygnus/img/line.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/skin/latest/sygnus/img/line.gif	(from http://www.momsis.co.kr/index.php)
21:26:50	16270/16270	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:47%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e3&wr_id=1	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/board08c0.html	(from http://www.momsis.co.kr/index.php)
21:26:51	18373/18373	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:48%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e1&wr_id=12	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/board1735.html	(from http://www.momsis.co.kr/index.php)
21:26:51	18337/18337	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:48%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e1&wr_id=11	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/board4479.html	(from http://www.momsis.co.kr/index.php)
21:26:52	18307/18307	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:48%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e1&wr_id=10	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/board4780.html	(from http://www.momsis.co.kr/index.php)
21:26:52	502/502	---M--	200	added ('OK')	image/gif	etag:%2252ccfbd-1f6-4d7082ce%22	http://www.momsis.co.kr/main/b1.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/main/b1.gif	(from http://www.momsis.co.kr/index.php)
21:26:52	21196/21196	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:49%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e1&wr_id=9	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/boardf24c.html	(from http://www.momsis.co.kr/index.php)
21:26:53	178/178	---M--	200	added ('OK')	image/gif	etag:%2252ccfc1-b2-4d7082ce%22	http://www.momsis.co.kr/main/b2.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/main/b2.gif	(from http://www.momsis.co.kr/index.php)
21:26:53	35210/35210	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:49%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e1&wr_id=8	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/boardeee4.html	(from http://www.momsis.co.kr/index.php)
21:26:53	13293/13293	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:50%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=c1&wr_id=6	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/boardf5a4.html	(from http://www.momsis.co.kr/index.php)
21:26:54	13157/13157	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:51%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=c1&wr_id=5	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/board1801.html	(from http://www.momsis.co.kr/index.php)
21:26:55	14239/14239	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:26:52%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=c1&wr_id=4	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/board1ad5.html	(from http://www.momsis.co.kr/index.php)
21:27:07	159703/159703	---M--	200	added ('OK')	image/jpeg	etag:%2252ccfb6-26fd7-50dd61f9%22	http://www.momsis.co.kr/main/sub_back.jpg	C:/momsis_WebProject/momsis/www.momsis.co.kr/main/sub_back.jpg	(from http://www.momsis.co.kr/index.php)
21:27:10	13463/13463	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:05%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=c1&wr_id=3	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/board9de4.html	(from http://www.momsis.co.kr/index.php)
21:27:18	146739/146739	---M--	200	added ('OK')	image/jpeg	etag:%2252b8477-23d33-50dc0c3d%22	http://www.momsis.co.kr/data/file/c1/2040362810_FKgOTDtL_10.jpg	C:/momsis_WebProject/momsis/www.momsis.co.kr/data/file/c1/2040362810_FKgOTDtL_10.jpg	(from http://www.momsis.co.kr/index.php)
21:27:20	172026/172026	---M--	200	added ('OK')	image/jpeg	etag:%2252b8466-29ffa-50dc0c98%22	http://www.momsis.co.kr/data/file/c1/2040362810_DaGiIySt_20.jpg	C:/momsis_WebProject/momsis/www.momsis.co.kr/data/file/c1/2040362810_DaGiIySt_20.jpg	(from http://www.momsis.co.kr/index.php)
21:27:20	13578/13578	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:16%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=c1&wr_id=2	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/board7874.html	(from http://www.momsis.co.kr/index.php)
21:27:21	264/264	---M--	200	added ('OK')	image/gif	etag:%2252ccfbe-108-4d7082ce%22	http://www.momsis.co.kr/main/b3.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/main/b3.gif	(from http://www.momsis.co.kr/index.php)
21:27:21	499/499	---M--	200	added ('OK')	image/gif	etag:%2252ccfbb-1f3-4d7082ce%22	http://www.momsis.co.kr/main/b4.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/main/b4.gif	(from http://www.momsis.co.kr/index.php)
21:27:22	7019/7019	---M--	200	added ('OK')	image/gif	etag:%2252ccfb7-1b6b-5a24accd%22	http://www.momsis.co.kr/main/down.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/main/down.gif	(from http://www.momsis.co.kr/index.php)
21:27:22	187648/187648	---M--	200	added ('OK')	image/jpeg	etag:%2252b8463-2dd00-50dc0c80%22	http://www.momsis.co.kr/data/file/c1/2040362810_6bon30mQ_18.jpg	C:/momsis_WebProject/momsis/www.momsis.co.kr/data/file/c1/2040362810_6bon30mQ_18.jpg	(from http://www.momsis.co.kr/index.php)
21:27:23	14782/14782	---MCZ	200	added ('OK')	application/javascript	etag:W/%2252ccfab-39be-4d673c35%22	http://www.momsis.co.kr/js/wrest.js	C:/momsis_WebProject/momsis/www.momsis.co.kr/js/wrest.js	(from http://www.momsis.co.kr/index.php)
21:27:24	12704/12704	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:20%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e2	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/board0fc6.html	(from http://www.momsis.co.kr/index.php)
21:27:24	239/239	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:21%20GMT	http://www.momsis.co.kr/adm/	C:/momsis_WebProject/momsis/www.momsis.co.kr/adm/index.html	(from http://www.momsis.co.kr/index.php)
21:27:24	214/214	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Aug%202018%2012:27:21%20GMT	http://www.momsis.co.kr/js/shop.js	C:/momsis_WebProject/momsis/www.momsis.co.kr/js/shop.js	(from http://www.momsis.co.kr/index.php)
21:27:24	295/295	---M--	200	added ('OK')	image/gif	etag:%2252cd076-127-50d41539%22	http://www.momsis.co.kr/title2/l_head_1.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title2/l_head_1.gif	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:25	214/214	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Aug%202018%2012:27:22%20GMT	http://www.momsis.co.kr/title2/l_head_back.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title2/l_head_back.gif	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:25	85/85	---M--	200	added ('OK')	image/gif	etag:%2252cd072-55-50d41537%22	http://www.momsis.co.kr/title2/2.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title2/2.gif	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:25	6993/6993	---M--	200	added ('OK')	image/gif	etag:%2252cd073-1b51-50d41534%22	http://www.momsis.co.kr/title2/head_1.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title2/head_1.gif	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:25	7227/7227	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:23%20GMT	http://www.momsis.co.kr/a1.php	C:/momsis_WebProject/momsis/www.momsis.co.kr/a1.html	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:26	89/89	---M--	200	added ('OK')	image/gif	etag:%2252cd07a-59-50d41537%22	http://www.momsis.co.kr/title2/1.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title2/1.gif	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:26	10871/10871	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:23%20GMT	http://www.momsis.co.kr/a2.php	C:/momsis_WebProject/momsis/www.momsis.co.kr/a2.html	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:26	7226/7226	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:23%20GMT	http://www.momsis.co.kr/a3.php	C:/momsis_WebProject/momsis/www.momsis.co.kr/a3.html	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:26	308/308	---M--	200	added ('OK')	image/gif	etag:%2252cd074-134-50d4153a%22	http://www.momsis.co.kr/title2/l_head_2.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title2/l_head_2.gif	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:27	616/616	---M--	200	added ('OK')	image/gif	etag:%2252cd07b-268-50d4153a%22	http://www.momsis.co.kr/title2/l_head_3.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title2/l_head_3.gif	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:27	2910/2910	---MCZ	200	added ('OK')	application/javascript	etag:W/%2252ccfad-b5e-4d673c34%22	http://www.momsis.co.kr/js/capslock.js	C:/momsis_WebProject/momsis/www.momsis.co.kr/js/capslock.js	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:27	214/214	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Aug%202018%2012:27:24%20GMT	http://www.momsis.co.kr/bbs/%2Findex.php	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/index.php	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:27	45/45	---M--	200	added ('OK')	image/gif	etag:%2252b83fd-2d-4d673c4c%22	http://www.momsis.co.kr/skin/member/basic/img/icon.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/skin/member/basic/img/icon.gif	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:27	302/302	---M--	200	added ('OK')	image/gif	etag:%2252b83ed-12e-4d673c47%22	http://www.momsis.co.kr/skin/member/basic/img/btn_login.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/skin/member/basic/img/btn_login.gif	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:28	44/44	---M--	200	added ('OK')	image/gif	etag:%2252b83e6-2c-4d673c4c%22	http://www.momsis.co.kr/skin/member/basic/img/dot_line.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/skin/member/basic/img/dot_line.gif	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:28	245/245	---M--	200	added ('OK')	image/gif	etag:%2252b83ff-f5-4d673c4b%22	http://www.momsis.co.kr/skin/member/basic/img/btn_register.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/skin/member/basic/img/btn_register.gif	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:28	307/307	---M--	200	added ('OK')	image/gif	etag:%2252b8405-133-4d673c47%22	http://www.momsis.co.kr/skin/member/basic/img/btn_password_forget.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/skin/member/basic/img/btn_password_forget.gif	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:28	175/175	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:26%20GMT	http://www.momsis.co.kr/bbs/login_check.php	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/login_check.html	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:29	214/214	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Aug%202018%2012:27:26%20GMT	http://www.momsis.co.kr/js/shop.js	C:/momsis_WebProject/momsis/www.momsis.co.kr/js/shop.js	(from http://www.momsis.co.kr/bbs/login.php?url=%2Findex.php)
21:27:29	214/214	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Aug%202018%2012:27:27%20GMT	http://www.momsis.co.kr/title2/l_head_back.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title2/l_head_back.gif	(from http://www.momsis.co.kr/bbs/register.php)
21:27:29	11523/11523	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:26%20GMT	http://www.momsis.co.kr/bbs/login.php?url=%2Fbbs%2Fregister.php	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/login416b.html	(from http://www.momsis.co.kr/bbs/register.php)
21:27:30	978/978	---M--	200	added ('OK')	image/gif	etag:%2252b83fe-3d2-4d70ab86%22	http://www.momsis.co.kr/skin/member/basic/img/join_title.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/skin/member/basic/img/join_title.gif	(from http://www.momsis.co.kr/bbs/register.php)
21:27:30	233/233	---M--	200	added ('OK')	image/gif	etag:%2252b83e9-e9-4d673c4c%22	http://www.momsis.co.kr/skin/member/basic/img/join_ok_btn.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/skin/member/basic/img/join_ok_btn.gif	(from http://www.momsis.co.kr/bbs/register.php)
21:27:30	254/254	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:28%20GMT	http://www.momsis.co.kr/bbs/register_form.php	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/register_form.html	(from http://www.momsis.co.kr/bbs/register.php)
21:27:30	214/214	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Aug%202018%2012:27:28%20GMT	http://www.momsis.co.kr/js/shop.js	C:/momsis_WebProject/momsis/www.momsis.co.kr/js/shop.js	(from http://www.momsis.co.kr/bbs/register.php)
21:27:31	214/214	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Aug%202018%2012:27:28%20GMT	http://www.momsis.co.kr/title2/l_head_back.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title2/l_head_back.gif	(from http://www.momsis.co.kr/a4.php)
21:27:31	11499/11499	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:28%20GMT	http://www.momsis.co.kr/bbs/login.php?url=%2Fa4.php	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/login063b.html	(from http://www.momsis.co.kr/a4.php)
21:27:31	2918/2918	---M--	200	added ('OK')	image/gif	etag:%2252b8440-b66-50d42396%22	http://www.momsis.co.kr/title/a4.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title/a4.gif	(from http://www.momsis.co.kr/a4.php)
21:27:32	67/67	---M--	200	added ('OK')	image/gif	etag:%225265228-43-50dbcb8c%22	http://www.momsis.co.kr/hi/l_line2.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/hi/l_line2.gif	(from http://www.momsis.co.kr/a4.php)
21:27:32	214/214	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Aug%202018%2012:27:29%20GMT	http://www.momsis.co.kr/js/shop.js	C:/momsis_WebProject/momsis/www.momsis.co.kr/js/shop.js	(from http://www.momsis.co.kr/a4.php)
21:27:34	11549/11549	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:30%20GMT	http://www.momsis.co.kr/bbs/login.php?url=%2Fbbs%2Fboard.php%3Fbo_table%3De3	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/login3bee.html	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:35	6821/6821	---M--	200	added ('OK')	image/gif	etag:%2252cd078-1aa5-50d41535%22	http://www.momsis.co.kr/title2/head_5.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title2/head_5.gif	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:35	214/214	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Aug%202018%2012:27:33%20GMT	http://www.momsis.co.kr/title2/l_head_back.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title2/l_head_back.gif	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:36	19076/19076	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:33%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e4	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/board1330.html	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:38	12216/12216	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:34%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e5	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/boardefb6.html	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:39	2945/2945	---M--	200	added ('OK')	image/gif	etag:%2252b8431-b81-50dbee67%22	http://www.momsis.co.kr/title/e3.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title/e3.gif	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:40	10926/10926	---MCZ	200	added ('OK')	application/javascript	etag:W/%2252ccfaf-2aae-4d673c35%22	http://www.momsis.co.kr/js/sideview.js	C:/momsis_WebProject/momsis/www.momsis.co.kr/js/sideview.js	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:40	102/102	---M--	200	added ('OK')	image/gif	etag:%2252944c5-66-4d673c3e%22	http://www.momsis.co.kr/skin/board/basic/img/title_bg.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/skin/board/basic/img/title_bg.gif	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:41	229/229	---M--	200	added ('OK')	image/gif	etag:%2252944f3-e5-4d673c3d%22	http://www.momsis.co.kr/skin/board/basic/img/icon_total.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/skin/board/basic/img/icon_total.gif	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:41	12744/12744	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:38%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e3&sop=and&sst=wr_datetime&sod=desc&sfl=&stx=&page=1	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/board9a75.html	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:42	12734/12734	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:39%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e3&sop=and&sst=wr_hit&sod=desc&sfl=&stx=&page=1	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/boardfd70.html	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:42	270/270	---M--	200	added ('OK')	image/gif	etag:%2252944da-10e-4d673c3d%22	http://www.momsis.co.kr/skin/board/basic/img/icon_hot.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/skin/board/basic/img/icon_hot.gif	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:42	529/529	---M--	200	added ('OK')	image/gif	etag:%2252944e5-211-4d673c3a%22	http://www.momsis.co.kr/skin/board/basic/img/btn_search.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/skin/board/basic/img/btn_search.gif	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:42	214/214	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Aug%202018%2012:27:40%20GMT	http://www.momsis.co.kr/js/shop.js	C:/momsis_WebProject/momsis/www.momsis.co.kr/js/shop.js	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e3)
21:27:44	11549/11549	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:40%20GMT	http://www.momsis.co.kr/bbs/login.php?url=%2Fbbs%2Fboard.php%3Fbo_table%3De1	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/login8cbe.html	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e1)
21:27:44	214/214	---MC-	302	error ('Found')	text/html	date:Fri,%2003%20Aug%202018%2012:27:42%20GMT	http://www.momsis.co.kr/title2/l_head_back.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title2/l_head_back.gif	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e1)
21:27:45	2691/2691	---M--	200	added ('OK')	image/gif	etag:%2252b842c-a83-50d42397%22	http://www.momsis.co.kr/title/e1.gif	C:/momsis_WebProject/momsis/www.momsis.co.kr/title/e1.gif	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e1)
21:27:46	15001/15001	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:43%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e1&sop=and&sst=wr_datetime&sod=desc&sfl=&stx=&page=1	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/board666c.html	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e1)
21:27:47	283432/283432	---M--	200	added ('OK')	image/jpeg	etag:%2252b845e-45328-50dc0bf6%22	http://www.momsis.co.kr/data/file/c1/2040362810_flChtJoV_7.jpg	C:/momsis_WebProject/momsis/www.momsis.co.kr/data/file/c1/2040362810_flChtJoV_7.jpg	(from http://www.momsis.co.kr/index.php)
21:27:48	14971/14971	---MCZ	200	added ('OK')	text/html	date:Fri,%2003%20Aug%202018%2012:27:43%20GMT	http://www.momsis.co.kr/bbs/board.php?bo_table=e1&sop=and&sst=wr_hit&sod=desc&sfl=&stx=&page=1	C:/momsis_WebProject/momsis/www.momsis.co.kr/bbs/boarde7a1.html	(from http://www.momsis.co.kr/bbs/board.php?bo_table=e1)
